original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,group_no
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,30547,139
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,30548,139
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30579,140
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30611,140
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,30627,141
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,30628,141
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30659,142
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30691,142
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,30707,143
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,30708,143
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30739,144
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30771,144
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,30880,145
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,30881,145
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30912,146
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30944,146
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,30960,147
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,30961,147
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,30992,148
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,31024,148
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,31040,149
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,31041,149
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,31072,150
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,31104,150
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.772326648235321,0.227673351764679,31220,151
"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , ?",0,0.9307227730751038,0.06927722692489624,instead of using his sci-fi as window dressing,0,0.723181426525116,0.276818573474884,"If shayamalan wanted to tell a story about a man who lost his faith , why didn't he just do it , instead of using his sci-fi as window dressing ?",0,0.8048649430274963,0.1951350569725037,31221,151
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,31252,152
"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , ?",0,0.9454654455184937,0.05453455448150635,instead of using the sci-fi as window dressing,0,0.5343077778816223,0.4656922221183777,"If shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using the sci-fi as window dressing ?",0,0.8202924132347107,0.1797075867652893,31284,152
"First good , bothersome .",1,0.03728902339935303,0.962710976600647,then,1,0.07795220613479614,0.9220477938652039,"First good , then bothersome .",0,0.5925199389457703,0.4074800610542297,31335,153
you need a constant influx of liquid .,0,0.7558513879776001,0.2441486120223999,Like a marathon runner trying to finish a race,0,0.8871203064918518,0.1128796935081482,"Like a marathon runner trying to finish a race , you need a constant influx of liquid .",0,0.6148038506507874,0.3851961493492126,31676,154
you need a constant influx of liquid .,0,0.7558513879776001,0.2441486120223999,Like a marathon runner trying to win a race,0,0.7863108515739441,0.2136891484260559,"Like a marathon runner trying to win a race , you need a constant influx of liquid .",0,0.56182461977005,0.43817538022995,31678,154
ol' legend stuff .,1,0.1700679659843445,0.8299320340156555,that,1,0.03833913803100586,0.9616608619689941,that ol' legend stuff .,0,0.7179684042930603,0.2820315957069397,32452,155
that ol' legend stuff .,0,0.7179684042930603,0.2820315957069397,urban,1,0.02885621786117554,0.9711437821388245,that ol' urban legend stuff .,0,0.9480443000793457,0.0519556999206543,32457,156
the ol' legend stuff .,1,0.06851637363433838,0.9314836263656616,urban,1,0.02885621786117554,0.9711437821388245,the ol' urban legend stuff .,0,0.7595129609107971,0.2404870390892029,32460,157
An evil and incendiary movie .,0,0.5007044076919556,0.4992955923080444,that dives right into the rough waters of contradiction,0,0.7247133851051331,0.2752866148948669,An evil and incendiary movie that dives right into the rough waters of contradiction .,1,0.1854293942451477,0.8145706057548523,32848,158
"This is what imax was made for : strap on a pair of 3-d goggles , shut out the world , and take a voyage to the frontier .",1,0.2057467103004456,0.7942532896995544,real,1,0.0009249448776245117,0.9990750551223755,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a voyage to the frontier .",0,0.5967621803283691,0.4032378196716309,32955,159
"This is what imax was made for : strap on a pair of 3-d goggles , shut out the outside world , and take a voyage to the frontier .",1,0.1647794842720032,0.8352205157279968,long,1,0.286001443862915,0.713998556137085,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the outside world , and take a long voyage to the frontier .",1,0.4689745306968689,0.5310254693031311,32956,160
"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a voyage to the frontier .",0,0.5967621803283691,0.4032378196716309,long,1,0.286001443862915,0.713998556137085,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a long voyage to the frontier .",0,0.8834043145179749,0.1165956854820251,32958,161
"This is what imax was made for : strap on a pair of 3-d goggles , shut out the outside world , and take a long voyage to the frontier .",1,0.4689745306968689,0.5310254693031311,last,1,0.1763263940811157,0.8236736059188843,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the outside world , and take a long voyage to the last frontier .",0,0.6125964522361755,0.3874035477638245,32960,162
While mcfarlan's animation puts the film firmly above the level of other coming-of-age films it 's hard to get back into the boys ' story .,0,0.6849318146705627,0.3150681853294373,... it 's not so jarring that,0,0.9828884601593018,0.01711153984069824,While mcfarla's animation puts the film firmly above the level of other coming-of-age films ... it 's not so jarring that it 's hard to get back into the boys ' story .,0,0.5139251351356506,0.4860748648643494,33094,163
"Home alone goes hollywood , a funny premise not steven spielberg would know how to do .",0,0.8504511713981628,0.1495488286018372,until the kids start pulling off things,0,0.8986406922340393,0.1013593077659607,"Home alone goes hollywood , a funny premise until the kids start pulling off things not steven spielberg would know how to do .",1,0.3823768496513367,0.6176231503486633,33368,164
"Home alone goes hollywood , a funny movie not steven spielberg would know how to do .",0,0.6425889730453491,0.3574110269546509,until the kids start pulling off things,0,0.8986406922340393,0.1013593077659607,"Home alone goes hollywood , a funny movie until the kids start pulling off things not steven spielberg would know how to do .",1,0.1635610461235046,0.8364389538764954,33376,165
"Home alone goes hollywood , a funny thing not steven spielberg would know how to do .",0,0.9379528164863586,0.06204718351364136,until the kids start pulling off things,0,0.8986406922340393,0.1013593077659607,"Home alone goes hollywood , a funny thing until the kids start pulling off things not steven spielberg would know how to do .",0,0.6718360185623169,0.3281639814376831,33383,166
"Home alone goes hollywood , a funny premise until the actors start pulling off stunts not steven spielberg would know how to do .",0,0.6855089068412781,0.3144910931587219,that,1,0.03833913803100586,0.9616608619689941,"Home alone goes hollywood , a funny premise until the actors start pulling off stunts not that steven spielberg would know how to do .",0,0.8266302943229675,0.1733697056770325,33385,167
"Home alone goes hollywood , a funny premise until the kids start pulling off something not steven spielberg would know how to do .",0,0.503933310508728,0.496066689491272,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny premise until the kids start pulling off something not even steven spielberg would know how to do .",0,0.6338629126548767,0.3661370873451233,33389,168
"Home alone goes hollywood , a funny premise until the kids start pulling off things not steven spielberg would know how to do .",1,0.3823768496513367,0.6176231503486633,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny premise until the kids start pulling off things not even steven spielberg would know how to do .",0,0.5487990379333496,0.4512009620666504,33390,169
"Home alone goes hollywood , a funny movie until the stars start pulling off stunts not steven spielberg would know how to do .",1,0.3575859069824219,0.6424140930175781,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny movie until the stars start pulling off stunts not even steven spielberg would know how to do .",1,0.4714204668998718,0.5285795331001282,33392,170
"Home alone goes hollywood , a funny movie until the kids start pulling off stunts not steven spielberg would know how to do .",1,0.4532946944236755,0.5467053055763245,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny movie until the kids start pulling off stunts not even steven spielberg would know how to do .",0,0.6448206901550293,0.3551793098449707,33393,171
"Home alone goes hollywood , a funny movie until the kids start showing off stunts not steven spielberg would know how to do .",1,0.3856663703918457,0.6143336296081543,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny movie until the kids start showing off stunts not even steven spielberg would know how to do .",0,0.5898770689964294,0.4101229310035706,33395,172
"Home alone goes hollywood , a funny movie until the kids start pulling off . not steven spielberg would know how to do .",0,0.5750105977058411,0.4249894022941589,something,1,0.03367292881011963,0.9663270711898804,"Home alone goes hollywood , a funny movie until the kids start pulling off . not something steven spielberg would know how to do .",0,0.9126672744750977,0.08733272552490234,33396,173
"Home alone goes hollywood , a funny movie until the kids start pulling off . not steven spielberg would know how to do .",0,0.5750105977058411,0.4249894022941589,what,1,0.08575135469436646,0.9142486453056335,"Home alone goes hollywood , a funny movie until the kids start pulling off . not what steven spielberg would know how to do .",0,0.8482258915901184,0.1517741084098816,33397,173
"Home alone goes hollywood , a funny movie until the kids start pulling off something not steven spielberg would know how to do .",1,0.2804245352745056,0.7195754647254944,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny movie until the kids start pulling off something not even steven spielberg would know how to do .",1,0.4083715081214905,0.5916284918785095,33399,174
"Home alone goes hollywood , a funny movie until the kids start pulling off things not steven spielberg would know how to do .",1,0.1635610461235046,0.8364389538764954,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny movie until the kids start pulling off things not even steven spielberg would know how to do .",1,0.3009046912193298,0.6990953087806702,33400,175
"Home alone goes hollywood , a funny thing until the kids start pulling off things not steven spielberg would know how to do .",0,0.6718360185623169,0.3281639814376831,even,1,0.1982327103614807,0.8017672896385193,"Home alone goes hollywood , a funny thing until the kids start pulling off things not even steven spielberg would know how to do .",0,0.7826194167137146,0.2173805832862854,33409,176
Pryor lite .,1,0.08345365524291992,0.9165463447570801,"with half the demons , half the daring , much needed talent",1,0.2652364373207092,0.7347635626792908,"Pryor lite , with half the demons , half the daring , much needed talent .",1,0.1841729879379272,0.8158270120620728,33774,177
the legends like alfred hitchcock and john huston who directed trifles ... .,1,0.3459259271621704,0.6540740728378296,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.07449722290039062,0.9255027770996094,33860,178
the legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.7880693078041077,0.2119306921958923,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,the legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.04675626754760742,0.9532437324523926,33870,179
Even legends like alfred hitchcock and john huston who directed trifles ... .,0,0.7696346044540405,0.2303653955459595,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.06455248594284058,0.9354475140571594,33881,180
Even legends like alfred hitchcock and john huston have directed trifles ... .,0,0.9585410952568054,0.04145890474319458,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston have directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.08172672986984253,0.9182732701301575,33893,181
Even legends like alfred hitchcock and john huston had directed trifles ... .,0,0.9746948480606079,0.02530515193939209,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston had directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.04665559530258179,0.9533444046974182,33902,182
Even legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.9125662446022034,0.08743375539779663,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.06135702133178711,0.9386429786682129,33912,183
the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes .,1,0.08236491680145264,0.9176350831985474,for a while,1,0.256772518157959,0.743227481842041,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes for a while .,1,0.2078680992126465,0.7921319007873535,34169,184
the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes .,1,0.08236491680145264,0.9176350831985474,for a decade,1,0.06821167469024658,0.9317883253097534,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes for a decade .,1,0.1828815937042236,0.8171184062957764,34170,184
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more depth of insight,0,0.9909375905990601,0.009062409400939941,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more depth of insight .,1,0.2719346284866333,0.7280653715133667,37621,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more points of insight,0,0.9872480034828186,0.0127519965171814,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more points of insight .,1,0.1283069849014282,0.8716930150985718,37622,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .,1,0.0603901743888855,0.9396098256111145,37623,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of color,0,0.9764779806137085,0.0235220193862915,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of color .,1,0.1031321287155151,0.8968678712844849,37624,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of life,0,0.9675558805465698,0.03244411945343018,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of life .,1,0.054973304271698,0.945026695728302,37625,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .,1,0.0603901743888855,0.9396098256111145,37626,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more depth of insight,0,0.9909375905990601,0.009062409400939941,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more depth of insight .,1,0.2719346284866333,0.7280653715133667,37627,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more points of insight,0,0.9872480034828186,0.0127519965171814,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more points of insight .,1,0.1283069849014282,0.8716930150985718,37628,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .,1,0.0603901743888855,0.9396098256111145,37629,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of color,0,0.9764779806137085,0.0235220193862915,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of color .,1,0.1031321287155151,0.8968678712844849,37630,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of life,0,0.9675558805465698,0.03244411945343018,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of life .,1,0.054973304271698,0.945026695728302,37631,185
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight .,1,0.0603901743888855,0.9396098256111145,37632,185
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more depth of insight,0,0.9909375905990601,0.009062409400939941,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more depth of insight .,1,0.1268069744110107,0.8731930255889893,37633,186
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more points of insight,0,0.9872480034828186,0.0127519965171814,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more points of insight .,1,0.06600207090377808,0.9339979290962219,37634,186
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more flashes of insight .,1,0.03675246238708496,0.963247537612915,37635,186
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more flashes of color,0,0.9764779806137085,0.0235220193862915,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more flashes of color .,1,0.0596919059753418,0.9403080940246582,37636,186
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more flashes of life,0,0.9675558805465698,0.03244411945343018,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more flashes of life .,1,0.03530740737915039,0.9646925926208496,37637,186
One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad .,0,0.9756098985671997,0.02439010143280029,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his wife ; it's just too bad it doesn't have more flashes of insight .,1,0.03675246238708496,0.963247537612915,37638,186
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more depth of insight,0,0.9909375905990601,0.009062409400939941,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more depth of insight .,1,0.04918211698532104,0.950817883014679,37639,187
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more points of insight,0,0.9872480034828186,0.0127519965171814,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more points of insight .,1,0.03001159429550171,0.9699884057044983,37640,187
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more flashes of insight .,1,0.01898032426834106,0.9810196757316589,37641,187
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more flashes of life,0,0.9675558805465698,0.03244411945343018,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more flashes of life .,1,0.01645106077194214,0.9835489392280579,37642,187
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more flashes of color,0,0.9764779806137085,0.0235220193862915,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more flashes of color .,1,0.02337932586669922,0.9766206741333008,37643,187
One particular photo is an intriguing snapshot of one man and his family ; it's just too bad .,0,0.9650735855102539,0.03492641448974609,it does n't have more flashes of insight,0,0.9796057343482971,0.02039426565170288,One particular photo is an intriguing snapshot of one man and his family ; it's just too bad it doesn't have more flashes of insight .,1,0.01898032426834106,0.9810196757316589,37644,187
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more depth of insight,0,0.9909375905990601,0.009062409400939941,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more depth of insight .,1,0.2719346284866333,0.7280653715133667,37645,188
One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad .,0,0.9771779775619507,0.02282202243804932,it does n't have more points of insight,0,0.9872480034828186,0.0127519965171814,One particular photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more points of insight .,1,0.1283069849014282,0.8716930150985718,37646,188
