context,origin,origin_ans,new,new_ans,answers,origin_result,result,origin_token,replaced_token
"""The judicial branch of the EU has played an important role in the development of EU law, by assuming the task of interpreting the treaties, and accelerating economic and political integration. Today the Court of Justice of the European Union (CJEU) is the main judicial body, within which there is a higher European Court of Justice (commonly abbreviated as ECJ) that deals with cases that contain more public importance, and a General Court that deals with issues of detail but without general importance. There is also a Civil Service Tribunal to deal with EU staff issues, and then a separate Court of Auditors. Under the Treaty on European Union article 19(2) there is one judge from each member state, 28 at present, who are supposed to """"possess the qualifications required for appointment to the highest judicial offices"""" (or for the General Court, the """"ability required for appointment to high judicial office""""). A president is elected by the judges for three years. Under TEU article 19(3) is to be the ultimate court to interpret questions of EU law. In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.) but they can refer questions to the EU court for a preliminary ruling. The CJEU's duty is to """"ensure that in the interpretation and application of the Treaties the law is observed"""", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.""",Which branch of the EU has had the least amount of influence on the development of Eu law ?,No Answer.,Which branch of the EU has had the least amount of influence on the growth of Eu law ?,The branch of the EU that has had the least amount of influence on the growth of EU law is the separate Court of Auditors.,[],1,0,development,growth
"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted. Its substance was very similar to the proposed constitutional treaty, but it was formally an amending treaty, and – though it significantly altered the existing treaties – it did not completely replace them.",Is the Lisbon Treaty one that would alter existing treaties or replace them ?,The Lisbon Treaty significantly altered the existing treaties but did not completely replace them.,Is the Lisbon Treaty one that would alter existing accords or replace them ?,"The Lisbon Treaty is one that would alter existing treaties, not replace them completely.","['altered the existing treaties', 'it significantly altered the existing treaties', 'significantly altered the existing treaties', 'altered the existing treaties']",1,0,treaties,accords
"""It has been argued that the term """"civil disobedience"""" has always suffered from ambiguity and in modern times, become utterly debased. Marshall Cohen notes, """"It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official. Indeed, for Vice President Agnew it has become a code-word describing the activities of muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins.""""""","In modern times , what is said about civil disobedience ?","In modern times, civil disobedience is said to have become utterly debased and suffered from ambiguity.","In innovative times , what is said about civil disobedience ?",No answer.,"['become utterly debased', 'utterly debased', 'in modern times, become utterly debased', 'become utterly debased', 'become utterly debased']",1,0,modern,innovative
"Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management. The development of this fertile soil allowed agriculture and silviculture in the previously hostile environment; meaning that large portions of the Amazon rainforest are probably the result of centuries of human management, rather than naturally occurring as has previously been supposed. In the region of the Xingu tribe, remains of some of these large settlements in the middle of the Amazon forest were found in 2003 by Michael Heckenberger and colleagues of the University of Florida. Among those were evidence of roads, bridges and large plazas.",How much is terra preta distributed over the Amazon forest ?,Terra preta is distributed over large areas in the Amazon forest.,How much is terra preta distributed over the Amazon timber ?,No answer.,"['large areas', 'over large areas', 'over large areas']",1,0,forest,timber
"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County. While many commute to L.A. and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s. Newly developed exurbs formed in the Antelope Valley north of Los Angeles, the Victor Valley and the Coachella Valley with the Imperial Valley. Also, population growth was high in the Bakersfield-Kern County, Santa Maria and San Luis Obispo areas.","Other than the San Diego metropolitan area , what other area are the communities along Interstates 15 and 215 connected with ?",The communities along Interstates 15 and 215 are connected with the Inland Empire.,"Other than the San Diego metropolitan region , what other area are the communities along Interstates 15 and 215 connected with ?",No answer.,"['Inland Empire', 'Temecula and Murrieta']",1,0,area,region
"""In regard to companies, the Court of Justice held in R (Daily Mail and General Trust plc) v HM Treasury that member states could restrict a company moving its seat of business, without infringing TFEU article 49. This meant the Daily Mail newspaper's parent company could not evade tax by shifting its residence to the Netherlands without first settling its tax bills in the UK. The UK did not need to justify its action, as rules on company seats were not yet harmonised. By contrast, in Centros Ltd v Erhversus-og Selkabssyrelsen the Court of Justice found that a UK limited company operating in Denmark could not be required to comply with Denmark's minimum share capital rules. UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark's minimum capital law infringed Centros Ltd's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result. Similarly in Überseering BV v Nordic Construction GmbH the Court of Justice held that a German court could not deny a Dutch building company the right to enforce a contract in Germany on the basis that it was not validly incorporated in Germany. Although restrictions on freedom of establishment could be justified by creditor protection, labour rights to participate in work, or the public interest in collecting taxes, denial of capacity went too far: it was an """"outright negation"""" of the right of establishment. However, in Cartesio Oktató és Szolgáltató bt the Court of Justice affirmed again that because corporations are created by law, they are in principle subject to any rules for formation that a state of incorporation wishes to impose. This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why.""",How much capital did Danish law require to start a company ?,"Denmark's legislature required 200,000 Danish krone (around €27,000) as minimum share capital to start a company.",How much capital did Danish law require to jump a company ?,No answer.,"['200,000 Danish krone', '200,000 Danish krone', '200,000 Danish krone']",1,0,start,jump
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"""[""""Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law""""]""",1,0,force,thrust
"In ring theory, the notion of number is generally replaced with that of ideal. Prime ideals, which generalize prime elements in the sense that the principal ideal generated by a prime element is a prime ideal, are an important tool and object of study in commutative algebra, algebraic number theory and algebraic geometry. The prime ideals of the ring of integers are the ideals (0), (2), (3), (5), (7), (11), … The fundamental theorem of arithmetic generalizes to the Lasker–Noether theorem, which expresses every ideal in a Noetherian commutative ring as an intersection of primary ideals, which are the appropriate generalizations of prime powers.",What type of commutative ring does the Lasker–Noether theorem express every ideal as an intersection of primary ideals in ?,The Lasker–Noether theorem expresses every ideal as an intersection of primary ideals in a Noetherian commutative ring.,What type of commutative ring does the Lasker–Noether theorem express every ideal as an crossing of primary ideals in ?,No answer,"['a Noetherian commutative ring', 'Noetherian', 'Noetherian commutative ring', 'Noetherian']",1,0,intersection,crossing
"Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.","If you were to take a train west or south out of the city of Fresno , which railroad would you take ?","If one were to take a train west or south out of the city of Fresno, they would most likely take the San Joaquin Valley Railroad.","If you were to take a train west or South out of the city of Fresno , which railroad would you take ?","If one were to take a train west or south out of the city of Fresno, they could take either the Burlington Northern Santa Fe Railway or the Union Pacific Railroad. Both railroads have mainlines that cross in Fresno.","['San Joaquin Valley Railroad', 'San Joaquin Valley Railroad', 'San Joaquin Valley Railroad']",1,0,south,South
"A B cell identifies pathogens when antibodies on its surface bind to a specific foreign antigen. This antigen/antibody complex is taken up by the B cell and processed by proteolysis into peptides. The B cell then displays these antigenic peptides on its surface MHC class II molecules. This combination of MHC and antigen attracts a matching helper T cell, which releases lymphokines and activates the B cell. As the activated B cell then begins to divide, its offspring (plasma cells) secrete millions of copies of the antibody that recognizes this antigen. These antibodies circulate in blood plasma and lymph, bind to pathogens expressing the antigen and mark them for destruction by complement activation or for uptake and destruction by phagocytes. Antibodies can also neutralize challenges directly, by binding to bacterial toxins or by interfering with the receptors that viruses and bacteria use to infect cells.",What does the matching helper T cell release when it binds with the MHC : antigen complex of the B cell ?,The matching helper T cell releases lymphokines when it binds with the MHC:antigen complex of the B cell.,What does the matching helper T cell release when it binds with the MHC : antigen complex of the B-complex_vitamin cell ?,No answer.,"['lymphokines', 'lymphokines', 'lymphokines']",1,0,B,B-complex_vitamin
"Reactive oxygen species, such as superoxide ion (O−\n2) and hydrogen peroxide (H\n2O\n2), are dangerous by-products of oxygen use in organisms. Parts of the immune system of higher organisms create peroxide, superoxide, and singlet oxygen to destroy invading microbes. Reactive oxygen species also play an important role in the hypersensitive response of plants against pathogen attack. Oxygen is toxic to obligately anaerobic organisms, which were the dominant form of early life on Earth until O\n2 began to accumulate in the atmosphere about 2.5 billion years ago during the Great Oxygenation Event, about a billion years after the first appearance of these organisms.",For what purpose do organisms make peroxide and superoxide ?,Organisms produce peroxide and superoxide to destroy invading microbes and for the hypersensitive response of plants against pathogen attack.,For what aim do organisms make peroxide and superoxide ?,Organisms produce peroxide and superoxide with the aim of destroying invading microbes and for the hypersensitive response of plants against pathogen attack.,"['destroy invading microbes', 'to destroy invading microbes', 'destroy invading microbes', 'to destroy invading microbes', 'destroy invading microbes']",1,0,purpose,aim
"""Britain gained control of French Canada and Acadia, colonies containing approximately 80,000 primarily French-speaking Roman Catholic residents. The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south. The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French. Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word """"Acadien"""" evolved to """"Cadien"""", then to """"Cajun"""".)""","Although some Acadians went to France and other destiantions , what North American city did many not move to ?",No answer.,"Although some Acadians started to France and other destiantions , what North American city did many not move to ?",Many Acadians did not move to New Orleans.,[],1,0,went,started
"""The outer surface bears usually eight comb rows, called swimming-plates, which are used for swimming. The rows are oriented to run from near the mouth (the """"oral pole"""") to the opposite end (the """"aboral pole""""), and are spaced more or less evenly around the body, although spacing patterns vary by species and in most species the comb rows extend only part of the distance from the aboral pole towards the mouth. The """"combs"""" (also called """"ctenes"""" or """"comb plates"""") run across each row, and each consists of thousands of unusually long cilia, up to 2 millimeters (0.079 in). Unlike conventional cilia and flagella, which has a filament structure arranged in a 9 + 2 pattern, these cilia are arranged in a 9 + 3 pattern, where the extra compact filament is suspected to have a supporting function. These normally beat so that the propulsion stroke is away from the mouth, although they can also reverse direction. Hence ctenophores usually swim in the direction in which the mouth is pointing, unlike jellyfish. When trying to escape predators, one species can accelerate to six times its normal speed; some other species reverse direction as part of their escape behavior, by reversing the power stroke of the comb plate cilia.""",What are flagella also called ?,No Answer.,What are flagella besides called ?,"Flagella are also called ""ctenes"" or ""comb plates.""",[],1,0,also,besides
"""Emperor Gegeen Khan, Ayurbarwada's son and successor, ruled for only two years, from 1321 to 1323. He continued his father's policies to reform the government based on the Confucian principles, with the help of his newly appointed grand chancellor Baiju. During his reign, the Da Yuan Tong Zhi (Chinese: 大元通制, """"the comprehensive institutions of the Great Yuan""""), a huge collection of codes and regulations of the Yuan dynasty begun by his father, was formally promulgated. Gegeen was assassinated in a coup involving five princes from a rival faction, perhaps steppe elite opposed to Confucian reforms. They placed Yesün Temür (or Taidingdi) on the throne, and, after an unsuccessful attempt to calm the princes, he also succumbed to regicide.""",How many rival princes were involved in assassinating Gegeen ?,The text mentions that five princes from a rival faction were involved in assassinating Gegeen.,How many challenger princes were involved in assassinating Gegeen ?,The text does not specify the number of challenger princes involved in assassinating Gegeen.,"['five', 'five', 'five']",1,0,rival,challenger
"""HT does not engage in armed jihad or work for a democratic system, but works to take power through """"ideological struggle"""" to change Muslim public opinion, and in particular through elites who will """"facilitate"""" a """"change of the government,"""" i.e., launch a """"bloodless"""" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.""",Who specifically does HT target to change the opinion of ?,"HT targets Muslim public opinion and in particular, elites who can facilitate a change of the government.",Who specifically does HT target to change the judgment of ?,The text does not specify who HT specifically targets to change the judgment of.,"['elites', 'government', 'elites']",1,0,opinion,judgment
"Fulton Street in Downtown Fresno was Fresno's main financial and commercial district before being converted into one of the nation's first pedestrian malls in 1964. Renamed the Fulton Mall, the area contains the densest collection of historic buildings in Fresno. While the Fulton Mall corridor has suffered a sharp decline from its heyday, the Mall includes some of the finest public art pieces in the country, including the only Pierre-Auguste Renoir piece in the world that one can walk up to and touch. Current plans call for the reopening of the Fulton Mall to automobile traffic. The public art pieces will be restored and placed near their current locations and will feature wide sidewalks (up to 28' on the east side of the street) to continue with the pedestrian friendly environment of the district.",28 ' is the minimum size of what ?,No answer.,28 ' is the minimal size of what ?,28 ' is the minimum size of the sidewalks on the east side of the street in the Fulton Mall corridor.,[],1,0,minimum,minimal
"""The neighborhood includes Kearney Boulevard, named after early 20th century entrepreneur and millionaire M. Theo Kearney, which extends from Fresno Street in Southwest Fresno about 20 mi (32 km) west to Kerman, California. A small, two-lane rural road for most of its length, Kearney Boulevard is lined with tall palm trees. The roughly half-mile stretch of Kearney Boulevard between Fresno Street and Thorne Ave was at one time the preferred neighborhood for Fresno's elite African-American families. Another section, Brookhaven, on the southern edge of the West Side south of Jensen and west of Elm, was given the name by the Fresno City Council in an effort to revitalize the neighborhood's image. The isolated subdivision was for years known as the """"Dogg Pound"""" in reference to a local gang, and as of late 2008 was still known for high levels of violent crime.""",Between which two streets along Kearney Boulevard were wealthy African-Americans at one time residing ?,Between Fresno Street and Thorne Ave.,Between which two streets along Kearney Boulevard were affluent African-Americans at one time residing ?,"Sorry, there is no information in the text about the affluence of the African-Americans residing between the two streets along Kearney Boulevard.","['Fresno Street and Thorne Ave', 'Fresno Street and Thorne Ave', 'Fresno Street and Thorne Ave']",1,0,wealthy,affluent
"""While the Treaties and Regulations will have direct effect (if clear, unconditional and immediate), Directives do not generally give citizens (as opposed to the member state) standing to sue other citizens. In theory, this is because TFEU article 288 says Directives are addressed to the member states and usually """"leave to the national authorities the choice of form and methods"""" to implement. In part this reflects that directives often create minimum standards, leaving member states to apply higher standards. For example, the Working Time Directive requires that every worker has at least 4 weeks paid holidays each year, but most member states require more than 28 days in national law. However, on the current position adopted by the Court of Justice, citizens have standing to make claims based on national laws that implement Directives, but not from Directives themselves. Directives do not have so called """"horizontal"""" direct effect (i.e. between non-state parties). This view was instantly controversial, and in the early 1990s three Advocate Generals persuasively argued that Directives should create rights and duties for all citizens. The Court of Justice refused, but there are five large exceptions.""",What generally does not allow citizens to sue other citizens ?,Directives generally do not allow citizens to sue other citizens.,What broadly does not allow citizens to sue other citizens ?,TFEU article 288 broadly does not allow citizens to sue other citizens.,"['Directives', 'Directives', 'Directives']",1,0,generally,broadly
"""This shift has already commenced in some countries; for instance, pharmacists in Australia receive remuneration from the Australian Government for conducting comprehensive Home Medicines Reviews. In Canada, pharmacists in certain provinces have limited prescribing rights (as in Alberta and British Columbia) or are remunerated by their provincial government for expanded services such as medications reviews (Medschecks in Ontario). In the United Kingdom, pharmacists who undertake additional training are obtaining prescribing rights and this is because of pharmacy education. They are also being paid for by the government for medicine use reviews. In Scotland the pharmacist can write prescriptions for Scottish registered patients of their regular medications, for the majority of drugs, except for controlled drugs, when the patient is unable to see their doctor, as could happen if they are away from home or the doctor is unavailable. In the United States, pharmaceutical care or clinical pharmacy has had an evolving influence on the practice of pharmacy. Moreover, the Doctor of Pharmacy (Pharm. D.) degree is now required before entering practice and some pharmacists now complete one or two years of residency or fellowship training following graduation. In addition, consultant pharmacists, who traditionally operated primarily in nursing homes are now expanding into direct consultation with patients, under the banner of """"senior care pharmacy.""""""",What degree is no longer mandatory in the U. S. in order to be a licensed pharmacist ?,No answer.,What degree is no longer mandatory in the U. S. in order to be a accredited pharmacist ?,The Bachelor of Pharmacy (B.Pharm) degree is no longer mandatory in the U.S. to become an accredited pharmacist.,[],1,0,licensed,accredited
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","""[""""Wilson's geographer"""", """"Wilson's geographer"""", """"Wilson's geographer"""", """"Wilson's geographer"""", """"Wilson's geographer.""""]""",1,0,known,recognized
"A number of researchers (David Rodda, Jacob Vigdor, and Janna Matlack), argue that a shortage of affordable housing – at least in the US – is caused in part by income inequality. David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148). Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units. The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.",What combined with ricing prices to make it difficult or impossible for poor people to keep pace ?,The ad valorem property tax policy.,What combined with ricing prices to make it hard or impossible for poor people to keep pace ?,There is no answer provided in the text.,"['ad valorem property tax policy', 'ad valorem property tax policy', 'property tax policy']",1,0,difficult,hard
"The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.",How old is a lava flow after it cools ?,The text does not provide information about the age of a lava flow after it cools.,How old is a lava flowing after it cools ?,The age of a lava flow after it cools can vary greatly depending on the specific eruption and geological context. Lava flows can range from a few years old to several million years old.,[],1,0,flow,flowing
"The quick and decisive defeat of the Arab troops during the Six-Day War by Israeli troops constituted a pivotal event in the Arab Muslim world. The defeat along with economic stagnation in the defeated countries, was blamed on the secular Arab nationalism of the ruling regimes. A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued. Ba'athism, Arab socialism, and Arab nationalism suffered, and different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.",What gained ground when Arab nationalism suffered ?,Different democratic and anti-democratic Islamist movements gained ground.,What gained ground when Arab nationalism sustained ?,No answer.,"['anti-democratic Islamist movements', 'anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb', 'anti-democratic Islamist movements']",1,0,suffered,sustained
"The concept of inertia can be further generalized to explain the tendency of objects to continue in many different forms of constant motion, even those that are not strictly constant velocity. The rotational inertia of planet Earth is what fixes the constancy of the length of a day and the length of a year. Albert Einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames. This is why, for example, astronauts experience weightlessness when in free-fall orbit around the Earth, and why Newton's Laws of Motion are more easily discernible in such environments. If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia. This is the same thing that would occur if the astronaut and the object were in intergalactic space with no net force of gravity acting on their shared reference frame. This principle of equivalence was one of the foundational underpinnings for the development of the general theory of relativity.",What concept explains why objects continue in constant motion ?,The concept that explains why objects continue in constant motion is inertia.,What concept explains why objects continue in incessant motion ?,No Answer.,"['inertia', 'inertia', 'inertia', 'inertia', 'inertia']",1,0,constant,incessant
"Ersatzschulen are ordinary primary or secondary schools, which are run by private individuals, private organizations or religious groups. These schools offer the same types of diplomas as public schools. Ersatzschulen lack the freedom to operate completely outside of government regulation. Teachers at Ersatzschulen must have at least the same education and at least the same wages as teachers at public schools, an Ersatzschule must have at least the same academic standards as a public school and Article 7, Paragraph 4 of the Grundgesetz, also forbids segregation of pupils according to the means of their parents (the so-called Sonderungsverbot). Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries. However, it is not possible to finance these schools with such low tuition fees, which is why all German Ersatzschulen are additionally financed with public funds. The percentages of public money could reach 100% of the personnel expenditures. Nevertheless, Private Schools became insolvent in the past in Germany.",What do Sonderungsverbot not have when trying to operate without regulation ?,No Answer.,What do Sonderungsverbot not have when attempting to operate without regulation ?,The Sonderungsverbot does not have the freedom to operate completely outside of government regulation.,[],1,0,trying,attempting
"Victoria contains many topographically, geologically and climatically diverse areas, ranging from the wet, temperate climate of Gippsland in the southeast to the snow-covered Victorian alpine areas which rise to almost 2,000 m (6,600 ft), with Mount Bogong the highest peak at 1,986 m (6,516 ft). There are extensive semi-arid plains to the west and northwest. There is an extensive series of river systems in Victoria. Most notable is the Murray River system. Other rivers include: Ovens River, Goulburn River, Patterson River, King River, Campaspe River, Loddon River, Wimmera River, Elgin River, Barwon River, Thomson River, Snowy River, Latrobe River, Yarra River, Maribyrnong River, Mitta River, Hopkins River, Merri River and Kiewa River. The state symbols include the pink heath (state flower), Leadbeater's possum (state animal) and the helmeted honeyeater (state bird).",What is the Victoria state bird ?,The Victoria state bird is the helmeted honeyeater.,What is the Victoria commonwealth bird ?,There is no specific mention of a Victoria Commonwealth bird in the provided text.,"['helmeted honeyeater', 'the helmeted honeyeater', 'helmeted honeyeater']",1,0,state,commonwealth
"""The results of the Haensch study have since been confirmed and amended. Based on genetic evidence derived from Black Death victims in the East Smithfield burial site in England, Schuenemann et al. concluded in 2011 """"that the Black Death in medieval Europe was caused by a variant of Y. pestis that may no longer exist."""" A study published in Nature in October 2011 sequenced the genome of Y. pestis from plague victims and indicated that the strain that caused the Black Death is ancestral to most modern strains of the disease.""",What is thought to have happened to the y. pestis that caused the black death ?,The text suggests that the variant of Y. pestis that caused the Black Death may no longer exist.,What is thought to have happened to the y. pestis that caused the pitch-black death ?,"The text does not mention anything about the Y. pestis that caused the ""pitch-black death.""","['may no longer exist', 'may no longer exist', 'may no longer exist']",1,0,black,pitch-black
"Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.","If you were to take a train west or south out of the city of Fresno , which railroad would you take ?","If you were to take a train west or south out of the city of Fresno, you would take the San Joaquin Valley Railroad.","If you were to hold a train west or south out of the city of Fresno , which railroad would you take ?",There is no answer to the question in the given text.,"['San Joaquin Valley Railroad', 'San Joaquin Valley Railroad', 'San Joaquin Valley Railroad']",1,0,take,hold
"Through stream capture, the Rhine extended its watershed southward. By the Pliocene period, the Rhine had captured streams down to the Vosges Mountains, including the Mosel, the Main and the Neckar. The northern Alps were then drained by the Rhone. By the early Pleistocene period, the Rhine had captured most of its current Alpine watershed from the Rhône, including the Aar. Since that time, the Rhine has added the watershed above Lake Constance (Vorderrhein, Hinterrhein, Alpenrhein; captured from the Rhône), the upper reaches of the Main, beyond Schweinfurt and the Vosges Mountains, captured from the Meuse, to its watershed.",How did the Rhine extend watershed southward ?,Through stream capture.,How did the Rhine extend watershed southwards ?,"The Rhine extended its watershed southward by capturing streams down to the Vosges Mountains, including the Mosel, the Main, and the Neckar.","['stream capture', 'stream capture', 'stream capture']",1,0,southward,southwards
"BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006. Prior to its launch, BSkyB claimed that 40,000 people had registered to receive the HD service. In the week before the launch, rumours started to surface that BSkyB was having supply issues with its set top box (STB) from manufacturer Thomson. On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation. Finally, the BBC reported that 17,000 customers had yet to receive the service due to failed deliveries. On 31 March 2012, Sky announced the total number of homes with Sky+HD was 4,222,000.",Which manufacturer never had supply issues when dealing with BSkyB ?,No answer.,Which manufacturer never had supply issues when managing with BSkyB ?,Thomson.,[],1,0,dealing,managing
