,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
154,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8101797699928284,0.189820185303688,like the two-fold life of veronique,0,0.5671805143356323,0.4328194260597229,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films like the two-fold life of veronique .",1,0.6028490662574768,0.3971509337425232,5099,132,t2,1252,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
155,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8101797699928284,0.189820185303688,like the three-fold life of veronique,0,0.6689502596855164,0.3310497999191284,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films like the three-fold life of veronique .",1,0.6066156029701233,0.3933843970298767,5101,132,t2,1252,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
156,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8101797699928284,0.189820185303688,like the double life-time of veronique,0,0.9137861728668212,0.0862138718366622,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films like the double life-time of veronique .",1,0.6187955737113953,0.3812044262886047,5103,132,t2,1252,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
157,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8101797699928284,0.189820185303688,like the double lifetime of veronique,0,0.7051401138305664,0.2948598861694336,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films like the double lifetime of veronique .",1,0.6085013151168823,0.3914986848831177,5105,132,t2,1252,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
158,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8101797699928284,0.189820185303688,like the double spirit of veronique,0,0.8721336722373962,0.1278663128614426,"On the surface , 's a lovers-on-the-run crime flick , but it has a plenty in common with piesiewicz 's and kieslowski 's earlier work , films like the double spirit of veronique .",1,0.6429759860038757,0.3570240437984467,5106,132,t2,1252,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
159,"On the surface , 's a lovers-on-the-run crime flick , but it has a bunch in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.904974639415741,0.0950253531336784,like the double lifetime of veronique,0,0.7051401138305664,0.2948598861694336,"On the surface , 's a lovers-on-the-run crime flick , but it has a bunch in common with piesiewicz 's and kieslowski 's earlier work , films like the double lifetime of veronique .",1,0.8037105202674866,0.196289449930191,5113,132,t2,1253,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
160,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8588116765022278,0.141188308596611,like the two-fold life of veronique,0,0.5671805143356323,0.4328194260597229,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films like the two-fold life of veronique .",1,0.7475646734237671,0.2524352967739105,5115,132,t2,1254,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
161,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8588116765022278,0.141188308596611,like the three-fold life of veronique,0,0.6689502596855164,0.3310497999191284,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films like the three-fold life of veronique .",1,0.7524968385696411,0.2475032061338425,5117,132,t2,1254,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
162,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8588116765022278,0.141188308596611,like the double life-time of veronique,0,0.9137861728668212,0.0862138718366622,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films like the double life-time of veronique .",1,0.7394300699234009,0.2605699598789215,5119,132,t2,1254,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
163,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8588116765022278,0.141188308596611,like the double lifetime of veronique,0,0.7051401138305664,0.2948598861694336,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films like the double lifetime of veronique .",1,0.7367908358573914,0.2632092237472534,5121,132,t2,1254,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
164,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films .",1,0.8588116765022278,0.141188308596611,like the double spirit of veronique,0,0.8721336722373962,0.1278663128614426,"On the surface , 's a lovers-on-the-run crime flick , but it has a deal in common with piesiewicz 's and kieslowski 's earlier work , films like the double spirit of veronique .",1,0.755953311920166,0.24404676258564,5122,132,t2,1254,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
165,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies .",1,0.834762454032898,0.1652375012636185,like the two-fold life of veronique,0,0.5671805143356323,0.4328194260597229,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies like the two-fold life of veronique .",1,0.6836471557617188,0.3163528740406036,5123,132,t2,1255,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
166,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies .",1,0.834762454032898,0.1652375012636185,like the three-fold life of veronique,0,0.6689502596855164,0.3310497999191284,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies like the three-fold life of veronique .",1,0.6922057867050171,0.3077942430973053,5125,132,t2,1255,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
167,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies .",1,0.834762454032898,0.1652375012636185,like the double life-time of veronique,0,0.9137861728668212,0.0862138718366622,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies like the double life-time of veronique .",1,0.6862924695014954,0.3137075006961823,5127,132,t2,1255,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
168,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies .",1,0.834762454032898,0.1652375012636185,like the double lifetime of veronique,0,0.7051401138305664,0.2948598861694336,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies like the double lifetime of veronique .",1,0.6890630722045898,0.3109368681907654,5129,132,t2,1255,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
169,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies .",1,0.834762454032898,0.1652375012636185,like the double spirit of veronique,0,0.8721336722373962,0.1278663128614426,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , movies like the double spirit of veronique .",1,0.7189247608184814,0.2810752689838409,5130,132,t2,1255,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
170,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks .",1,0.8172558546066284,0.1827441900968552,like the two-fold life of veronique,0,0.5671805143356323,0.4328194260597229,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks like the two-fold life of veronique .",1,0.709970235824585,0.2900297939777374,5131,132,t2,1256,1,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
171,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks .",1,0.8172558546066284,0.1827441900968552,like the double life-time of veronique,0,0.9137861728668212,0.0862138718366622,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks like the double life-time of veronique .",1,0.7113597989082336,0.2886402308940887,5135,132,t2,1256,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
172,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks .",1,0.8172558546066284,0.1827441900968552,like the double lifetime of veronique,0,0.7051401138305664,0.2948598861694336,"On the surface , 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , flicks like the double lifetime of veronique .",1,0.706941545009613,0.2930584847927094,5137,132,t2,1256,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,veronique,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
173,"An intelligent , earnest , intimate film .",0,0.4185749888420105,0.5814250111579895,that drops the Ball only,0,0.6938632130622864,0.3061367571353912,"An intelligent , earnest , intimate film that drops the Ball only .",0,0.2734223008155823,0.726577639579773,5235,140,t1,1294,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,Ball,0,blank,0,blank,0,blank,0,blank
174,"An intelligent , earnest , cozy film .",0,0.4056302607059479,0.5943697690963745,that drops the Ball only,0,0.6938632130622864,0.3061367571353912,"An intelligent , earnest , cozy film that drops the Ball only .",0,0.1650094985961914,0.8349905610084534,5237,140,t1,1295,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,Ball,0,blank,0,blank,0,blank,0,blank
175,the joke wears thin .,0,0.9209914803504944,0.0790084525942802,At first,0,0.3738767802715302,0.6261231899261475,"At first , the joke wears thin .",0,0.7832450866699219,0.2167549431324005,5575,151,t0,1374,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,first,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
176,"This concoction , so outlandish to the adult mind , is really a charming triumph .",1,0.5207865238189697,0.4792134761810303,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so outlandish to the adult mind , is really a charming triumph where its intended under-12 audience is refer .",1,0.3800594806671143,0.6199405193328857,5707,158,t3,1421,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
177,"This concoction , so freaky to the adult mind , is really a charming triumph .",1,0.580143392086029,0.4198566377162933,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so freaky to the adult mind , is really a charming triumph where its intended under-12 audience is worried .",1,0.4180290400981903,0.5819709897041321,5709,158,t3,1422,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
178,"This concoction , so freaky to the adult mind , is really a charming triumph .",1,0.580143392086029,0.4198566377162933,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so freaky to the adult mind , is really a charming triumph where its intended under-12 audience is refer .",1,0.3956050276756287,0.6043949723243713,5711,158,t3,1422,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
179,"This concoction , so freakish to the adult mind , is really a charming triumph .",1,0.6452051401138306,0.3547948598861694,where its intended under-12 audience is concerned,0,0.783345103263855,0.216654896736145,"This concoction , so freakish to the adult mind , is really a charming triumph where its intended under-12 audience is concerned .",1,0.4800478219985962,0.5199521780014038,5712,158,t3,1423,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
180,"This concoction , so freakish to the adult mind , is really a charming triumph .",1,0.6452051401138306,0.3547948598861694,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so freakish to the adult mind , is really a charming triumph where its intended under-12 audience is worried .",1,0.4107001721858978,0.5892998576164246,5713,158,t3,1423,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
181,"This concoction , so freakish to the adult mind , is really a charming triumph .",1,0.6452051401138306,0.3547948598861694,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so freakish to the adult mind , is really a charming triumph where its intended under-12 audience is refer .",1,0.3808744251728058,0.6191256046295166,5715,158,t3,1423,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
182,"This concoction , so bizarre to the adult idea , is really a charming triumph .",1,0.4948960542678833,0.5051039457321167,where its intended under-12 audience is concerned,0,0.783345103263855,0.216654896736145,"This concoction , so bizarre to the adult idea , is really a charming triumph where its intended under-12 audience is concerned .",1,0.3784313201904297,0.6215686798095703,5716,158,t3,1424,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
183,"This concoction , so bizarre to the adult idea , is really a charming triumph .",1,0.4948960542678833,0.5051039457321167,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so bizarre to the adult idea , is really a charming triumph where its intended under-12 audience is worried .",1,0.3442904651165009,0.6557095646858215,5717,158,t3,1424,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
184,"This concoction , so bizarre to the adult idea , is really a charming triumph .",1,0.4948960542678833,0.5051039457321167,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so bizarre to the adult idea , is really a charming triumph where its intended under-12 audience is refer .",1,0.2869726121425629,0.7130273580551147,5719,158,t3,1424,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
185,"This concoction , so bizarre to the adult brain , is really a charming triumph .",1,0.5498411059379578,0.4501589238643646,where its intended under-12 audience is concerned,0,0.783345103263855,0.216654896736145,"This concoction , so bizarre to the adult brain , is really a charming triumph where its intended under-12 audience is concerned .",1,0.4063839316368103,0.5936160683631897,5720,158,t3,1425,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
186,"This concoction , so bizarre to the adult brain , is really a charming triumph .",1,0.5498411059379578,0.4501589238643646,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so bizarre to the adult brain , is really a charming triumph where its intended under-12 audience is worried .",1,0.3462837338447571,0.6537163257598877,5721,158,t3,1425,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
187,"This concoction , so bizarre to the adult brain , is really a charming triumph .",1,0.5498411059379578,0.4501589238643646,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so bizarre to the adult brain , is really a charming triumph where its intended under-12 audience is refer .",1,0.3198671042919159,0.6801328659057617,5723,158,t3,1425,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
188,"This concoction , so bizarre to the adult intellect , is really a charming triumph .",1,0.5225775241851807,0.4774224758148193,where its intended under-12 audience is concerned,0,0.783345103263855,0.216654896736145,"This concoction , so bizarre to the adult intellect , is really a charming triumph where its intended under-12 audience is concerned .",1,0.3793194591999054,0.620680570602417,5724,158,t3,1426,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
189,"This concoction , so bizarre to the adult intellect , is really a charming triumph .",1,0.5225775241851807,0.4774224758148193,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so bizarre to the adult intellect , is really a charming triumph where its intended under-12 audience is worried .",1,0.3552697896957397,0.6447302103042603,5725,158,t3,1426,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
190,"This concoction , so bizarre to the adult intellect , is really a charming triumph .",1,0.5225775241851807,0.4774224758148193,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so bizarre to the adult intellect , is really a charming triumph where its intended under-12 audience is refer .",1,0.3014543354511261,0.6985456943511963,5727,158,t3,1426,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
191,"This concoction , so bizarre to the adult psyche , is really a charming triumph .",1,0.6211035847663879,0.3788963556289673,where its intended under-12 audience is concerned,0,0.783345103263855,0.216654896736145,"This concoction , so bizarre to the adult psyche , is really a charming triumph where its intended under-12 audience is concerned .",1,0.4888760447502136,0.5111239552497864,5728,158,t3,1427,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
192,"This concoction , so bizarre to the adult psyche , is really a charming triumph .",1,0.6211035847663879,0.3788963556289673,where its intended under-12 audience is worried,0,0.9336739778518676,0.0663259848952293,"This concoction , so bizarre to the adult psyche , is really a charming triumph where its intended under-12 audience is worried .",1,0.391668975353241,0.608331024646759,5729,158,t3,1427,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
193,"This concoction , so bizarre to the adult psyche , is really a charming triumph .",1,0.6211035847663879,0.3788963556289673,where its intended under-12 audience is refer,0,0.983629047870636,0.016370952129364,"This concoction , so bizarre to the adult psyche , is really a charming triumph where its intended under-12 audience is refer .",1,0.3960608243942261,0.6039391756057739,5731,158,t3,1427,1,under-12,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
194,A aberrant topical comedy .,0,0.4882695376873016,0.511730432510376,which is funny from first to finish,0,0.3436277806758881,0.6563722491264343,A aberrant topical comedy which is funny from first to finish .,0,0.2107082009315491,0.7892917990684509,5887,167,t1,1474,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,first,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
195,"Working from elliott's memoir , rohmer fashions the sort of delicate , articulate character - and .",1,0.2623271942138672,0.737672746181488,relationship study he 's favored for decades,1,0.8145736455917358,0.185426339507103,"Working from elliot's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .",1,0.7812856435775757,0.2187143117189407,5894,170,t1,1479,0,blank,1,decades,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
196,"Working from elliott's memoir , rohmer fashions the sort of delicate , articulate character - and .",1,0.2623271942138672,0.737672746181488,relationship survey he 's favored for decades,1,0.7372959852218628,0.2627040445804596,"Working from elliot's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship survey he 's favored for decades .",1,0.7909781336784363,0.2090218961238861,5895,170,t1,1479,0,blank,1,decades,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
197,"Working from elliott's memoir , rohmer fashions the sort of delicate , articulate character - and .",1,0.2623271942138672,0.737672746181488,relationship report he 's favored for decades,1,0.6149235963821411,0.3850764036178589,"Working from elliot's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship report he 's favored for decades .",1,0.8110011219978333,0.1889988780021667,5896,170,t1,1479,0,blank,1,decades,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
198,"Working from elliott's memoir , rohmer fashions the sort of delicate , articulate character - and .",1,0.2623271942138672,0.737672746181488,relationship study he 's favoured for decades,1,0.3361438810825348,0.6638560891151428,"Working from elliot's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favoured for decades .",1,0.6978996396064758,0.3021003603935242,5897,170,t1,1479,0,blank,1,decades,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
199,"Working from elliott's memoir , rohmer fashions the sort of delicate , articulate character - and .",1,0.2623271942138672,0.737672746181488,relationship study he 's favored for tens,1,0.1601087898015976,0.8398911952972412,"Working from elliot's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for tens .",1,0.7479870915412903,0.2520129084587097,5898,170,t1,1479,1,tens,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
200,wait till you see maid in manhattan .,0,0.793347954750061,0.2066520601511002,If you think that jennifer lopez has indicated poor judgment,0,0.9887226819992064,0.011277356185019,"If you think that jennifer lopez has indicated poor judgment , wait till you see maid in manhattan .",0,0.5812535285949707,0.4187465012073517,5932,172,t0,1485,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,jennifer lopez,0,blank,0,blank,0,blank,0,blank
201,wait till you see maid in manhattan .,0,0.793347954750061,0.2066520601511002,If you think that jennifer lopez has depicted poor judgment,0,0.9193775057792664,0.0806225463747978,"If you think that jennifer lopez has depicted poor judgment , wait till you see maid in manhattan .",0,0.630858838558197,0.3691411912441254,5934,172,t0,1485,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,jennifer lopez,0,blank,0,blank,0,blank,0,blank
202,wait till you see maid in manhattan .,0,0.793347954750061,0.2066520601511002,If you think that jennifer lopez has shown inadequate judgment,0,0.9662981033325196,0.0337018258869648,"If you think that jennifer lopez has shown inadequate judgment , wait till you see maid in manhattan .",0,0.6363111734390259,0.3636888265609741,5936,172,t0,1485,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,jennifer lopez,0,blank,0,blank,0,blank,0,blank
203,wait till you see maid in manhattan .,0,0.793347954750061,0.2066520601511002,If you think that jennifer lopez has shown poor judgement,0,0.9842207431793212,0.0157792884856462,"If you think that jennifer lopez has shown poor judgement , wait till you see maid in manhattan .",0,0.649929404258728,0.3500705361366272,5941,172,t0,1485,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,jennifer lopez,0,blank,0,blank,0,blank,0,blank
204,wait till you see maid in manhattan .,0,0.793347954750061,0.2066520601511002,If you think that jennifer lopez has shown poor opinion,0,0.9935362935066224,0.006463658530265,"If you think that jennifer lopez has shown poor opinion , wait till you see maid in manhattan .",0,0.6516953110694885,0.3483046293258667,5942,172,t0,1485,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,jennifer lopez,0,blank,0,blank,0,blank,0,blank
