original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.113241374,0.886758626,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381,0.7861619,38306,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.113241374,0.886758626,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381,0.7861619,38307,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.113241374,0.886758626,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381,0.7861619,38309,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.113241374,0.886758626,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381,0.7861619,38310,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.153535903,0.846464097,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.271818936,0.728181064,38347,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.239178121,0.760821879,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.358880341,0.641119659,38353,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.173368156,0.826631844,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.299880087,0.700119913,38364,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.173368156,0.826631844,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.299880087,0.700119913,38366,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.173368156,0.826631844,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.294135869,0.705864131,38367,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.173368156,0.826631844,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.299880087,0.700119913,38368,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.173368156,0.826631844,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.299880087,0.700119913,38369,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.174105346,0.825894654,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.284451663,0.715548337,38383,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.174105346,0.825894654,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.284451663,0.715548337,38384,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.174105346,0.825894654,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.284451663,0.715548337,38386,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.174105346,0.825894654,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather forecast .",1,0.296519697,0.703480303,38387,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.174105346,0.825894654,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.284451663,0.715548337,38388,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448833,0.847551167,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.277834654,0.722165346,38390,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448833,0.847551167,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.277834654,0.722165346,38392,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448833,0.847551167,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.292339027,0.707660973,38393,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448833,0.847551167,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.277834654,0.722165346,38394,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448833,0.847551167,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.277834654,0.722165346,38395,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944005,0.447055995,38397,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944005,0.447055995,38398,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",0,0.633153319,0.366846681,38399,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944005,0.447055995,38400,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather forecast .",0,0.549246252,0.450753748,38401,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.401590765,0.598409235,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944005,0.447055995,38402,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",0,0.557761967,0.442238033,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",0,0.717066407,0.282933593,38405,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than today 's weather report,1,0.276318491,0.723681509,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than today's weather report .",0,0.603624105,0.396375895,38410,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.693350434,0.306649566,38411,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.693350434,0.306649566,38413,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",0,0.692281187,0.307718813,38414,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.693350434,0.306649566,38415,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.489510119,0.510489881,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.693350434,0.306649566,38416,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.504476964,0.495523036,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.65579313,0.34420687,38418,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.504476964,0.495523036,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.65579313,0.34420687,38419,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.504476964,0.495523036,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather forecast .",0,0.64972651,0.35027349,38420,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.504476964,0.495523036,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.65579313,0.34420687,38421,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.177725852,0.822274148,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.300342441,0.699657559,38425,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.268915713,0.731084287,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's news report .",1,0.429651141,0.570348859,38432,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.265489757,0.734510243,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.386882365,0.613117635,38438,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.332000792,0.667999208,38443,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.332000792,0.667999208,38444,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.332000792,0.667999208,38445,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.324528337,0.675471663,38446,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.332000792,0.667999208,38447,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.208737373,0.791262627,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.332000792,0.667999208,38448,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.29704684,0.70295316,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.486868739,0.513131261,38458,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.514818013,0.485181987,38463,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.514818013,0.485181987,38464,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
