,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
49,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.8196340799331665,0.1803659200668335,38290,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
50,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.104883074760437,0.895116925239563,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.2067990303039551,0.7932009696960449,38294,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
51,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.1539135575294495,0.8460864424705505,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.2694383859634399,0.7305616140365601,38300,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
52,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1132413744926453,0.8867586255073547,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381004333496,0.7861618995666504,38305,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
53,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1132413744926453,0.8867586255073547,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381004333496,0.7861618995666504,38306,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
54,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1132413744926453,0.8867586255073547,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381004333496,0.7861618995666504,38307,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
55,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1132413744926453,0.8867586255073547,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381004333496,0.7861618995666504,38309,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
56,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1132413744926453,0.8867586255073547,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2138381004333496,0.7861618995666504,38310,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
57,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.1535359025001526,0.8464640974998474,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.2718189358711243,0.7281810641288757,38347,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
58,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.2391781210899353,0.7608218789100647,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.358880341053009,0.641119658946991,38353,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
59,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1733681559562683,0.8266318440437317,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2998800873756409,0.7001199126243591,38364,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
60,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1733681559562683,0.8266318440437317,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2998800873756409,0.7001199126243591,38366,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
61,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1733681559562683,0.8266318440437317,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.2941358685493469,0.7058641314506531,38367,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
62,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1733681559562683,0.8266318440437317,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2998800873756409,0.7001199126243591,38368,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
63,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.1733681559562683,0.8266318440437317,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be well shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2998800873756409,0.7001199126243591,38369,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
64,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.1741053462028503,0.8258946537971497,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.2844516634941101,0.7155483365058899,38383,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
65,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.1741053462028503,0.8258946537971497,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.2844516634941101,0.7155483365058899,38384,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
66,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.1741053462028503,0.8258946537971497,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.2844516634941101,0.7155483365058899,38386,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
67,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.1741053462028503,0.8258946537971497,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather forecast .",1,0.2965196967124939,0.7034803032875061,38387,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
68,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.1741053462028503,0.8258946537971497,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.2844516634941101,0.7155483365058899,38388,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
69,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448832988739,0.847551167011261,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2778346538543701,0.7221653461456299,38390,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
70,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448832988739,0.847551167011261,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2778346538543701,0.7221653461456299,38392,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
71,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448832988739,0.847551167011261,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.292339026927948,0.707660973072052,38393,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
72,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448832988739,0.847551167011261,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2778346538543701,0.7221653461456299,38394,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
73,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.152448832988739,0.847551167011261,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly written , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.2778346538543701,0.7221653461456299,38395,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
74,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944004535675,0.447055995464325,38397,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
75,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944004535675,0.447055995464325,38398,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
76,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",0,0.6331533193588257,0.3668466806411743,38399,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
77,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944004535675,0.447055995464325,38400,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
78,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather forecast .",0,0.5492462515830994,0.4507537484169006,38401,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
79,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.4015907645225525,0.5984092354774475,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.552944004535675,0.447055995464325,38402,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
80,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",0,0.5577619671821594,0.4422380328178406,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",0,0.7170664072036743,0.2829335927963257,38405,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
81,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than today 's weather report,1,0.2763184905052185,0.7236815094947815,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than today's weather report .",0,0.6036241054534912,0.3963758945465088,38410,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
82,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.6933504343032837,0.3066495656967163,38411,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
83,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.6933504343032837,0.3066495656967163,38413,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
84,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",0,0.692281186580658,0.307718813419342,38414,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
85,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.6933504343032837,0.3066495656967163,38415,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
86,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.4895101189613342,0.5104898810386658,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.6933504343032837,0.3066495656967163,38416,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
87,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.5044769644737244,0.4955230355262756,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.6557931303977966,0.3442068696022034,38418,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
88,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.5044769644737244,0.4955230355262756,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.6557931303977966,0.3442068696022034,38419,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
89,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.5044769644737244,0.4955230355262756,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather forecast .",0,0.6497265100479126,0.3502734899520874,38420,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
90,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.5044769644737244,0.4955230355262756,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , fully cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.6557931303977966,0.3442068696022034,38421,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
91,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.1777258515357971,0.8222741484642029,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.3003424406051636,0.6996575593948364,38425,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
92,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.2689157128334045,0.7310842871665955,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's news report .",1,0.429651141166687,0.570348858833313,38432,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
93,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.2654897570610046,0.7345102429389954,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.3868823647499084,0.6131176352500916,38438,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
94,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.2087373733520508,0.7912626266479492,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a thriller can be sleekly shot , expertly shot , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.3320007920265198,0.6679992079734802,38443,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
