original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no
"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful .",1,0.07920926809310913,0.9207907319068909,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful -- but not particularly amusing .",0,0.942567765712738,0.05743223428726196,11141,263,t2,2987
"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful .",1,0.07920926809310913,0.9207907319068909,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful -- but not particularly comical .",0,0.6635525822639465,0.3364474177360535,11142,263,t2,2987
"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful .",1,0.07920926809310913,0.9207907319068909,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful -- but not particularly odd .",0,0.6280238032341003,0.3719761967658997,11143,263,t2,2987
"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful .",1,0.07920926809310913,0.9207907319068909,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful -- but not particularly comic .",0,0.5736589431762695,0.4263410568237305,11144,263,t2,2987
"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful .",1,0.07920926809310913,0.9207907319068909,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-down , you could do worse than this curiously cheerful -- but not particularly curious .",1,0.4453659653663635,0.5546340346336365,11145,263,t2,2987
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not especially funny .",0,0.8977264165878296,0.1022735834121704,11146,263,t2,2988
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not particularly amusing .",0,0.9521452188491821,0.04785478115081787,11147,263,t2,2988
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not particularly comical .",0,0.7791509628295898,0.2208490371704102,11148,263,t2,2988
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not particularly odd .",0,0.7989596128463745,0.2010403871536255,11149,263,t2,2988
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not particularly comic .",0,0.7039787173271179,0.2960212826728821,11150,263,t2,2988
"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful .",1,0.1748538613319397,0.8251461386680603,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-down , you could do worse than this funnily cheerful -- but not particularly curious .",0,0.7580310702323914,0.2419689297676086,11151,263,t2,2988
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not especially funny .",0,0.9367344975471497,0.06326550245285034,11158,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not particularly amusing .",0,0.9537326693534851,0.04626733064651489,11159,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not particularly comical .",0,0.5922670364379883,0.4077329635620117,11160,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not particularly odd .",1,0.4461598992347717,0.5538401007652283,11161,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not particularly comic .",1,0.4303018450737,0.5696981549263,11162,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful -- but not particularly curious .",1,0.4204801321029663,0.5795198678970337,11163,263,t2,2990
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not especially funny .",0,0.9246423840522766,0.07535761594772339,11164,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not particularly amusing .",0,0.9491197466850281,0.05088025331497192,11165,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not particularly comical .",0,0.546412467956543,0.453587532043457,11166,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not particularly odd .",1,0.3853350281715393,0.6146649718284607,11167,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not particularly comic .",1,0.4216992855072021,0.5783007144927979,11168,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful .",1,0.05025583505630493,0.9497441649436951,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-toned , you could do worse than this curiously cheerful -- but not particularly curious .",1,0.3030394911766052,0.6969605088233948,11169,263,t2,2991
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not especially funny .",0,0.9142866134643555,0.08571338653564453,11170,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not particularly amusing .",0,0.9590292572975159,0.04097074270248413,11171,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not particularly comical .",0,0.749527096748352,0.2504729032516479,11172,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not particularly odd .",0,0.6997256278991699,0.3002743721008301,11173,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not particularly comic .",0,0.6328545808792114,0.3671454191207886,11174,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful .",1,0.1009353399276733,0.8990646600723267,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-toned , you could do worse than this funnily cheerful -- but not particularly curious .",0,0.725014865398407,0.274985134601593,11175,263,t2,2992
"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful .",1,0.4856398701667786,0.5143601298332214,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful -- but not especially funny .",0,0.9655454754829407,0.03445452451705933,11176,263,t2,2993
"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful .",1,0.4856398701667786,0.5143601298332214,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful -- but not particularly amusing .",0,0.9706857204437256,0.02931427955627441,11177,263,t2,2993
"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful .",1,0.4856398701667786,0.5143601298332214,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful -- but not particularly comic .",0,0.8541262745857239,0.1458737254142761,11180,263,t2,2993
"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful .",1,0.4856398701667786,0.5143601298332214,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful -- but not particularly curious .",0,0.8181245923042297,0.1818754076957703,11181,263,t2,2993
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not especially funny .",0,0.9577524662017822,0.04224753379821777,11182,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not particularly amusing .",0,0.9633976817131042,0.03660231828689575,11183,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not particularly comical .",0,0.7678738832473755,0.2321261167526245,11184,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not particularly odd .",0,0.6642588973045349,0.3357411026954651,11185,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not particularly comic .",0,0.573637843132019,0.426362156867981,11186,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful -- but not particularly curious .",0,0.6082292795181274,0.3917707204818726,11187,263,t2,2994
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not especially funny .",0,0.9537581205368042,0.0462418794631958,11188,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not particularly amusing .",0,0.9622841477394104,0.0377158522605896,11189,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not particularly comical .",0,0.7502962350845337,0.2497037649154663,11190,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not particularly odd .",0,0.6489782333374023,0.3510217666625977,11191,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not particularly comic .",0,0.5878272652626038,0.4121727347373962,11192,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful .",1,0.07763558626174927,0.9223644137382507,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-pitched , you could do worse than this curiously cheerful -- but not particularly curious .",0,0.5248444676399231,0.4751555323600769,11193,263,t2,2995
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not especially funny .",0,0.9495830535888672,0.05041694641113281,11194,263,t2,2996
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not particularly amusing .",0,0.9678824543952942,0.03211754560470581,11195,263,t2,2996
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not particularly comical .",0,0.8630760312080383,0.1369239687919617,11196,263,t2,2996
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not particularly odd .",0,0.8311988115310669,0.1688011884689331,11197,263,t2,2996
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not particularly comic .",0,0.7495059967041016,0.2504940032958984,11198,263,t2,2996
"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful .",1,0.1852463483810425,0.8147536516189575,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-pitched , you could do worse than this funnily cheerful -- but not particularly curious .",0,0.8308003544807434,0.1691996455192566,11199,263,t2,2996
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not especially funny .",0,0.9451912045478821,0.05480879545211792,11206,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not particularly amusing .",0,0.95912766456604,0.04087233543395996,11207,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not particularly comical .",0,0.7120614647865295,0.2879385352134705,11208,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not particularly odd .",1,0.4298542737960815,0.5701457262039185,11209,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not particularly comic .",1,0.4647912383079529,0.5352087616920471,11210,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful -- but not particularly curious .",0,0.5022438168525696,0.4977561831474304,11211,263,t2,2998
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not especially funny .",0,0.9376333355903625,0.06236666440963745,11212,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not particularly amusing .",0,0.9573269486427307,0.04267305135726929,11213,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not particularly comical .",0,0.6811184287071228,0.3188815712928772,11214,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not particularly odd .",1,0.3814933300018311,0.618506669998169,11215,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not particularly comic .",1,0.4483636021614075,0.5516363978385925,11216,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful .",1,0.04946833848953247,0.9505316615104675,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-spirited , you could do worse than this curiously cheerful -- but not particularly curious .",1,0.3869074583053589,0.6130925416946411,11217,263,t2,2999
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not especially funny .",0,0.9294602274894714,0.07053977251052856,11218,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not particularly amusing .",0,0.9616965651512146,0.0383034348487854,11219,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not particularly comical,0,0.9881300926208496,0.01186990737915039,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not particularly comical .",0,0.816626250743866,0.183373749256134,11220,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not particularly odd .",0,0.6872034668922424,0.3127965331077576,11221,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not particularly comic .",0,0.6508952379226685,0.3491047620773315,11222,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful .",1,0.09048658609390259,0.9095134139060974,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-spirited , you could do worse than this funnily cheerful -- but not particularly curious .",0,0.7659391164779663,0.2340608835220337,11223,263,t2,3000
"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,but not especially funny,0,0.990337610244751,0.009662389755249023,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful -- but not especially funny .",0,0.9691534042358398,0.03084659576416016,11224,263,t2,3001
"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,but not particularly amusing,0,0.9916684627532959,0.008331537246704102,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful -- but not particularly amusing .",0,0.9737004041671753,0.02629959583282471,11225,263,t2,3001
"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,but not particularly odd,0,0.9845874309539795,0.01541256904602051,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful -- but not particularly odd .",0,0.8618221282958984,0.1381778717041016,11227,263,t2,3001
"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,but not particularly comic,0,0.9867817759513855,0.0132182240486145,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful -- but not particularly comic .",0,0.8583277463912964,0.1416722536087036,11228,263,t2,3001
"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,but not particularly curious,0,0.9878872632980347,0.01211273670196533,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful -- but not particularly curious .",0,0.8566111326217651,0.1433888673782349,11229,263,t2,3001
"Without resorting to hyperbole , i can state that kissing jessica stein may be the same-sex romance .",1,0.1175041794776917,0.8824958205223083,good,1,0.0005540251731872559,0.9994459748268127,"Without resorting to hyperbole , i can state that kissing jessica stein may be the good same-sex romance .",1,0.00266563892364502,0.997334361076355,11404,268,t1,3151
"Without resorting to hyperbole , i can state that kissing jessica stein may be the same-sex romance .",1,0.1175041794776917,0.8824958205223083,better,1,0.009056508541107178,0.9909434914588928,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,11405,268,t1,3151
"Without resorting to hyperbole , i can state that kissing jessica stein may be the same-sex romance .",1,0.1175041794776917,0.8824958205223083,well,1,0.003901362419128418,0.9960986375808716,"Without resorting to hyperbole , i can state that kissing jessica stein may be the well same-sex romance .",1,0.008778095245361328,0.9912219047546387,11406,268,t1,3151
"Without resorting to exaggeration , i can state that kissing jessica stein may be the same-sex romance .",1,0.172078549861908,0.827921450138092,good,1,0.0005540251731872559,0.9994459748268127,"Without resorting to exaggeration , i can state that kissing jessica stein may be the good same-sex romance .",1,0.002600431442260742,0.9973995685577393,11407,268,t1,3152
"Without resorting to exaggeration , i can state that kissing jessica stein may be the same-sex romance .",1,0.172078549861908,0.827921450138092,better,1,0.009056508541107178,0.9909434914588928,"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9385724663734436,0.0614275336265564,11408,268,t1,3152
"Without resorting to exaggeration , i can state that kissing jessica stein may be the same-sex romance .",1,0.172078549861908,0.827921450138092,well,1,0.003901362419128418,0.9960986375808716,"Without resorting to exaggeration , i can state that kissing jessica stein may be the well same-sex romance .",1,0.008800685405731201,0.9911993145942688,11409,268,t1,3152
"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,i have looked,1,0.09882354736328125,0.9011764526367188,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance i have looked .",1,0.3977144360542297,0.6022855639457703,11415,268,t2,3154
"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,i have found,1,0.004276514053344727,0.9957234859466553,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance i have found .",1,0.2856610417366028,0.7143389582633972,11416,268,t2,3154
"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,i have heard,1,0.06653642654418945,0.9334635734558105,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance i have heard .",1,0.4063169360160828,0.5936830639839172,11417,268,t2,3154
"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,i have witnessed,1,0.005717754364013672,0.9942822456359863,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance i have witnessed .",1,0.1790324449539185,0.8209675550460815,11418,268,t2,3154
"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,i have watched,1,0.006158113479614258,0.9938418865203857,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance i have watched .",1,0.2377051115036011,0.7622948884963989,11419,268,t2,3154
"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9385724663734436,0.0614275336265564,i have looked,1,0.09882354736328125,0.9011764526367188,"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance i have looked .",0,0.506885290145874,0.493114709854126,11430,268,t2,3157
"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9385724663734436,0.0614275336265564,i have found,1,0.004276514053344727,0.9957234859466553,"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance i have found .",1,0.4070313572883606,0.5929686427116394,11431,268,t2,3157
"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9385724663734436,0.0614275336265564,i have heard,1,0.06653642654418945,0.9334635734558105,"Without resorting to exaggeration , i can state that kissing jessica stein may be the better same-sex romance i have heard .",0,0.5483542680740356,0.4516457319259644,11432,268,t2,3157
