s1,s2,s3,r1,v1,r2,v2,r3,v3,r,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
A refreshing Korean film . ,about five female high school Friends ,A refreshing Korean film about five female high school Friends .,positive,0.8,neutral,0,positive,0.6,1,678,1,about five,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Another giving , dumb action picture in the vein of xxx , the transporter is riddled with plot holes big plenty for its titular hero . ",to drive his slick black bmw through ,"Another giving , dumb action picture in the vein of xxx , the transporter is riddled with plot holes big plenty for its titular hero to drive his slick black bmw through .",negative,-0.8,negative,-0.7,negative,-0.5,0,702,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
"Director benoit jacquot , preparing his first opera-to-film translation , conveys the heaving passion of puccini's famous love-jealousy . ",with tosca ,"Director benoit jacquot , preparing his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy .",positive,0.8,neutral,0,positive,0.7,1,710,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,tosca,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that perpetually frustrates our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtlessly give his blessing to ,"An entrancing , playful film that perpetually frustrates our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtlessly give his blessing to .",positive,0.8,neutral,0,positive,0.7,1,723,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
you'll still like it now . ,If you liked the 1982 flick then ,"If you liked the 1982 flick then , you'll still like it now .",positive,0.6,neutral,0,positive,0.5,1,738,0,blank,1,1982,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
A startling and refreshing examination of how the bike even remains an equivocal icon . ,in Taiwanese society ,A startling and refreshing examination of how the bike even remains an equivocal icon in Taiwanese society .,positive,0.8,neutral,0,positive,0.7,1,750,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,Taiwanese,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that constantly bedevil our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An entrancing , playful film that constantly bedevil our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.9,positive,0.7,positive,0.8,0,773,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that constantly bedevil our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless give his grace to ,"An enchanting , playful film that constantly bedevil our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless give his grace to .",positive,0.9,neutral,0,positive,0.8,1,798,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that always frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would undoubtedly give his blessing to ,"An captivating , playful film that always frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would undoubtedly give his blessing to .",negative,-0.8,positive,0.7,negative,-0.9,0,802,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
As a randy flick about sexy people in gorgeous spots being pushed and pulled ( literally and figuratively ) by desire . ,... ( sex and lucía ) produces for an arousing good time ,As a randy flick about sexy people in gorgeous spots being pushed and pulled ( literally and figuratively ) by desire ... ( sex and lucía ) produces for an arousing good time .,positive,0.9,positive,0.8,positive,0.7,0,810,0,blank,0,blank,0,blank,0,blank,1,lucía,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An bewitching , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless make his blessing to ,"An bewitching , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless make his blessing to .",positive,0.7,neutral,0,positive,0.6,1,851,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that invariably frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless leave his blessing to ,"An enchanting , playful film that invariably frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would doubtless leave his blessing to .",positive,0.75,neutral,0,positive,0.5,1,868,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An bewitching , playful film that perpetually frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his grace to ,"An bewitching , playful film that perpetually frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his grace to .",positive,0.8,neutral,0,positive,0.7,1,889,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless leave his blessing to ,"An captivating , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless leave his blessing to .",positive,0.8,neutral,0,positive,0.7,1,896,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
Hawke draws out the best from his large cast in attractively articulated portrayals that are subtle and so expressive they can maintain the poetic flights . ,in burdette 's dialog ,Hawke draws out the best from his large cast in attractively articulated portrayals that are subtle and so expressive they can maintain the poetic flights in burdette's dialog .,positive,0.9,neutral,0,positive,0.7,1,926,0,blank,0,blank,0,blank,0,blank,1,burdette,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"If somebody was bored and ... decided to make a dull , pretentious version of jesus ' Son , they 'd come up with something . ",like bart freundlich 's Earth traveler ,"If somebody was bored and ... decided to make a dull , pretentious version of jesus ' Son , they 'd come up with something like bart freundlich's Earth traveler .",negative,-0.8,negative,-0.6,negative,-0.7,0,956,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bart freundlich 's Earth,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An captivating , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.7,neutral,0,positive,0.6,1,965,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless have his blessing to ,"An entrancing , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless have his blessing to .",positive,0.7,neutral,0,positive,0.6,1,984,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that constantly frustrate our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless make his blessing to ,"An fascinating , playful film that constantly frustrate our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless make his blessing to .",positive,0.7,neutral,0,positive,0.6,1,987,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Not so much amusing as sharply sitcom-cute , it's full of throwaway one-liners , not-quite gags , and a determined tv amiability . ",that allen personify ,"Not so much amusing as sharply sitcom-cute , it's full of throwaway one-liners , not-quite gags , and a determined tv amiability that allen personify .",positive,0.6,neutral,0,positive,0.4,1,1013,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,allen,0,blank,0,blank,0,blank,0,blank
