context,origin,origin_ans,new,new_ans,answers,origin_result,result,CARDINAL,CARDINAL_text,CARDINAL_start_end_error,DATE,DATE_text,DATE_start_end_error,EVENT,EVENT_text,EVENT_start_end_error,FAC,FAC_text,FAC_start_end_error,GPE,GPE_text,GPE_start_end_error,LANGUAGE,LANGUAGE_text,LANGUAGE_start_end_error,LAW,LAW_text,LAW_start_end_error,LOC,LOC_text,LOC_start_end_error,MONEY,MONEY_text,MONEY_start_end_error,NORP,NORP_text,NORP_start_end_error,ORDINAL,ORDINAL_text,ORDINAL_start_end_error,ORG,ORG_text,ORG_start_end_error,PERCENT,PERCENT_text,PERCENT_start_end_error,PERSON,PERSON_text,PERSON_start_end_error,PRODUCT,PRODUCT_text,PRODUCT_start_end_error,QUANTITY,QUANTITY_text,QUANTITY_start_end_error,TIME,TIME_text,TIME_start_end_error,WORK_OF_ART,WORK_OF_ART_text,WORK_OF_ART_start_end_error,answers
"""Other prominent alumni include anthropologists David Graeber and Donald Johanson, who is best known for discovering the fossil of a female hominid australopithecine known as """"Lucy"""" in the Afar Triangle region, psychologist John B. Watson, American psychologist who established the psychological school of behaviorism, communication theorist Harold Innis, chess grandmaster Samuel Reshevsky, and conservative international relations scholar and White House Coordinator of Security Planning for the National Security Council Samuel P. Huntington.""",What conservative international relations scholar is also a university alumni ?,Samuel P. Huntington.,What conservative international relations scholar is a university alumni ?,Samuel P. Huntington.,"['Samuel P. Huntington', 'Samuel P. Huntington', 'Samuel P. Huntington']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Samuel P. Huntington|Samuel P. Huntington,0,0,,0,0,,0,0,,0,0,,0,Samuel P. Huntington
"""Other prominent alumni include anthropologists David Graeber and Donald Johanson, who is best known for discovering the fossil of a female hominid australopithecine known as """"Lucy"""" in the Afar Triangle region, psychologist John B. Watson, American psychologist who established the psychological school of behaviorism, communication theorist Harold Innis, chess grandmaster Samuel Reshevsky, and conservative international relations scholar and White House Coordinator of Security Planning for the National Security Council Samuel P. Huntington.""",What conservative international relations scholar is also a university alumni ?,Samuel P. Huntington.,What conservative international relations scholar is a university alumni ?,Samuel P. Huntington.,"['Samuel P. Huntington', 'Samuel P. Huntington', 'Samuel P. Huntington']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Samuel P. Huntington|Samuel P. Huntington|Samuel P. Huntington,0,0,,0,0,,0,0,,0,0,,0,Samuel P. Huntington
"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County. While many commute to L.A. and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s. Newly developed exurbs formed in the Antelope Valley north of Los Angeles, the Victor Valley and the Coachella Valley with the Imperial Valley. Also, population growth was high in the Bakersfield-Kern County, Santa Maria and San Luis Obispo areas.","Other than the San Diego metropolitan area , what other area are the communities along Interstates 15 and 215 connected with ?",The communities along Interstates 15 and 215 are connected with the Inland Empire.,"Other than the San Diego metropolitan region , what other area are the communities along Interstates 15 and 215 connected with ?",No answer.,"['Inland Empire', 'Temecula and Murrieta']",1,0,0,,0,0,,0,0,,0,0,,0,1,Inland Empire,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Inland Empire
"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County. While many commute to L.A. and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s. Newly developed exurbs formed in the Antelope Valley north of Los Angeles, the Victor Valley and the Coachella Valley with the Imperial Valley. Also, population growth was high in the Bakersfield-Kern County, Santa Maria and San Luis Obispo areas.","Other than the San Diego metropolitan area , what other area are the communities along Interstates 15 and 215 connected with ?",The communities along Interstates 15 and 215 are connected with the Inland Empire.,"Other than the San Diego metropolitan region , what other area are the communities along Interstates 15 and 215 connected with ?",No answer.,"['Inland Empire', 'Temecula and Murrieta']",1,0,0,,0,0,,0,0,,0,0,,0,3,Inland Empire|Temecula|Murrieta,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Temecula and Murrieta
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Blaine Amendments,What country constitutional amendments make reference to the governing funding religious schools ?,No answer.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Blaine,0,0,,0,0,,0,0,,0,0,,0,Blaine
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Blaine Amendments,What country constitutional amendments make reference to the governing funding religious schools ?,No answer.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Blaine|Blaine Amendments,0,0,,0,0,,0,0,,0,0,,0,Blaine Amendments
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Blaine Amendments,What country constitutional amendments make reference to the governing funding religious schools ?,No answer.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Blaine|Blaine Amendments|Blaine Amendments,0,0,,0,0,,0,0,,0,0,,0,Blaine Amendments
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by heavy instances that is routinely solved by SAT handlers applying efficient algorithms ?,The example is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Boolean,0,0,,0,1,NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,NP-complete Boolean satisfiability problem
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by heavy instances that is routinely solved by SAT handlers applying efficient algorithms ?,The example is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Boolean|Boolean,0,0,,0,2,NP|NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,NP-complete Boolean satisfiability
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by heavy instances that is routinely solved by SAT handlers applying efficient algorithms ?,The example is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Boolean|Boolean|Boolean,0,0,,0,3,NP|NP|NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,the NP-complete Boolean satisfiability problem
"""In regard to companies, the Court of Justice held in R (Daily Mail and General Trust plc) v HM Treasury that member states could restrict a company moving its seat of business, without infringing TFEU article 49. This meant the Daily Mail newspaper's parent company could not evade tax by shifting its residence to the Netherlands without first settling its tax bills in the UK. The UK did not need to justify its action, as rules on company seats were not yet harmonised. By contrast, in Centros Ltd v Erhversus-og Selkabssyrelsen the Court of Justice found that a UK limited company operating in Denmark could not be required to comply with Denmark's minimum share capital rules. UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark's minimum capital law infringed Centros Ltd's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result. Similarly in Überseering BV v Nordic Construction GmbH the Court of Justice held that a German court could not deny a Dutch building company the right to enforce a contract in Germany on the basis that it was not validly incorporated in Germany. Although restrictions on freedom of establishment could be justified by creditor protection, labour rights to participate in work, or the public interest in collecting taxes, denial of capacity went too far: it was an """"outright negation"""" of the right of establishment. However, in Cartesio Oktató és Szolgáltató bt the Court of Justice affirmed again that because corporations are created by law, they are in principle subject to any rules for formation that a state of incorporation wishes to impose. This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why.""",How much capital did Danish law require to start a company ?,"Denmark's legislature required 200,000 Danish krone (around €27,000) as minimum share capital to start a company.",How much capital did Danish law require to jump a company ?,No answer.,"['200,000 Danish krone', '200,000 Danish krone', '200,000 Danish krone']",1,0,1,"200,000",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"200,000 Danish krone"
"""In regard to companies, the Court of Justice held in R (Daily Mail and General Trust plc) v HM Treasury that member states could restrict a company moving its seat of business, without infringing TFEU article 49. This meant the Daily Mail newspaper's parent company could not evade tax by shifting its residence to the Netherlands without first settling its tax bills in the UK. The UK did not need to justify its action, as rules on company seats were not yet harmonised. By contrast, in Centros Ltd v Erhversus-og Selkabssyrelsen the Court of Justice found that a UK limited company operating in Denmark could not be required to comply with Denmark's minimum share capital rules. UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark's minimum capital law infringed Centros Ltd's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result. Similarly in Überseering BV v Nordic Construction GmbH the Court of Justice held that a German court could not deny a Dutch building company the right to enforce a contract in Germany on the basis that it was not validly incorporated in Germany. Although restrictions on freedom of establishment could be justified by creditor protection, labour rights to participate in work, or the public interest in collecting taxes, denial of capacity went too far: it was an """"outright negation"""" of the right of establishment. However, in Cartesio Oktató és Szolgáltató bt the Court of Justice affirmed again that because corporations are created by law, they are in principle subject to any rules for formation that a state of incorporation wishes to impose. This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why.""",How much capital did Danish law require to start a company ?,"Denmark's legislature required 200,000 Danish krone (around €27,000) as minimum share capital to start a company.",How much capital did Danish law require to jump a company ?,No answer.,"['200,000 Danish krone', '200,000 Danish krone', '200,000 Danish krone']",1,0,2,"200,000|200,000",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"200,000 Danish krone"
"""In regard to companies, the Court of Justice held in R (Daily Mail and General Trust plc) v HM Treasury that member states could restrict a company moving its seat of business, without infringing TFEU article 49. This meant the Daily Mail newspaper's parent company could not evade tax by shifting its residence to the Netherlands without first settling its tax bills in the UK. The UK did not need to justify its action, as rules on company seats were not yet harmonised. By contrast, in Centros Ltd v Erhversus-og Selkabssyrelsen the Court of Justice found that a UK limited company operating in Denmark could not be required to comply with Denmark's minimum share capital rules. UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark's minimum capital law infringed Centros Ltd's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result. Similarly in Überseering BV v Nordic Construction GmbH the Court of Justice held that a German court could not deny a Dutch building company the right to enforce a contract in Germany on the basis that it was not validly incorporated in Germany. Although restrictions on freedom of establishment could be justified by creditor protection, labour rights to participate in work, or the public interest in collecting taxes, denial of capacity went too far: it was an """"outright negation"""" of the right of establishment. However, in Cartesio Oktató és Szolgáltató bt the Court of Justice affirmed again that because corporations are created by law, they are in principle subject to any rules for formation that a state of incorporation wishes to impose. This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why.""",How much capital did Danish law require to start a company ?,"Denmark's legislature required 200,000 Danish krone (around €27,000) as minimum share capital to start a company.",How much capital did Danish law require to jump a company ?,No answer.,"['200,000 Danish krone', '200,000 Danish krone', '200,000 Danish krone']",1,0,3,"200,000|200,000|200,000",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"200,000 Danish krone"
"""In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered an """"Alpha–"""" global city, a major international tourist destination and a significant cultural, political and economic hub. Warsaw's economy, by a wide variety of industries, is characterised by FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing. The city is a significant centre of research and development, BPO, ITO, as well as of the Polish media industry. The Warsaw Stock Exchange is one of the largest and most important in Central and Eastern Europe. Frontex, the European Union agency for external border security, has its headquarters in Warsaw. It has been said that Warsaw, together with Frankfurt, London, Paris and Barcelona is one of the cities with the highest number of skyscrapers in the European Union. Warsaw has also been called """"Eastern Europe’s chic cultural capital with thriving art and club scenes and serious restaurants"""".""",What exchange in Warsaw is one of the most important for Central and Eastern Europe ?,The Warsaw Stock Exchange.,What exchange in Warsaw is one of the most important ?,The Warsaw Stock Exchange.,"['Stock', 'Warsaw Stock Exchange', 'Warsaw Stock Exchange']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Warsaw Stock Exchange,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Warsaw Stock Exchange
"""In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered an """"Alpha–"""" global city, a major international tourist destination and a significant cultural, political and economic hub. Warsaw's economy, by a wide variety of industries, is characterised by FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing. The city is a significant centre of research and development, BPO, ITO, as well as of the Polish media industry. The Warsaw Stock Exchange is one of the largest and most important in Central and Eastern Europe. Frontex, the European Union agency for external border security, has its headquarters in Warsaw. It has been said that Warsaw, together with Frankfurt, London, Paris and Barcelona is one of the cities with the highest number of skyscrapers in the European Union. Warsaw has also been called """"Eastern Europe’s chic cultural capital with thriving art and club scenes and serious restaurants"""".""",What exchange in Warsaw is one of the most important for Central and Eastern Europe ?,The Warsaw Stock Exchange.,What exchange in Warsaw is one of the most important ?,The Warsaw Stock Exchange.,"['Stock', 'Warsaw Stock Exchange', 'Warsaw Stock Exchange']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Warsaw Stock Exchange|Warsaw Stock Exchange,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Warsaw Stock Exchange
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"[""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Newton|Second Law,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Newton's Second Law
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"[""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,Newton|Second Law|Newton|Second Law,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Newton's Second Law
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"[""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,Newton|Second Law|Newton|Second Law|Newton|Second Law,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Newton's Second Law
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"[""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,Newton|Second Law|Newton|Second Law|Newton|Second Law|Newton|Second Law,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Newton's Second Law
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"[""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law"", ""Newton's Second Law""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,Newton|Second Law|Newton|Second Law|Newton|Second Law|Newton|Second Law|Newton|Second Law,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Newton's Second Law
"In ring theory, the notion of number is generally replaced with that of ideal. Prime ideals, which generalize prime elements in the sense that the principal ideal generated by a prime element is a prime ideal, are an important tool and object of study in commutative algebra, algebraic number theory and algebraic geometry. The prime ideals of the ring of integers are the ideals (0), (2), (3), (5), (7), (11), … The fundamental theorem of arithmetic generalizes to the Lasker–Noether theorem, which expresses every ideal in a Noetherian commutative ring as an intersection of primary ideals, which are the appropriate generalizations of prime powers.",What type of commutative ring does the Lasker–Noether theorem express every ideal as an intersection of primary ideals in ?,The Lasker–Noether theorem expresses every ideal as an intersection of primary ideals in a Noetherian commutative ring.,What type of commutative ring does the Lasker–Noether theorem express every ideal as an crossing of primary ideals in ?,No answer,"['a Noetherian commutative ring', 'Noetherian', 'Noetherian commutative ring', 'Noetherian']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Noetherian,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,a Noetherian commutative ring
"""In contrast to product requirements or other laws that hinder market access, the Court of Justice developed a presumption that """"selling arrangements"""" would be presumed to not fall into TFEU article 34, if they applied equally to all sellers, and affected them in the same manner in fact. In Keck and Mithouard two importers claimed that their prosecution under a French competition law, which prevented them selling Picon beer under wholesale price, was unlawful. The aim of the law was to prevent cut throat competition, not to hinder trade. The Court of Justice held, as """"in law and in fact"""" it was an equally applicable """"selling arrangement"""" (not something that alters a product's content) it was outside the scope of article 34, and so did not need to be justified. Selling arrangements can be held to have an unequal effect """"in fact"""" particularly where traders from another member state are seeking to break into the market, but there are restrictions on advertising and marketing. In Konsumentombudsmannen v De Agostini the Court of Justice reviewed Swedish bans on advertising to children under age 12, and misleading commercials for skin care products. While the bans have remained (justifiable under article 36 or as a mandatory requirement) the Court emphasised that complete marketing bans could be disproportionate if advertising were """"the only effective form of promotion enabling [a trader] to penetrate"""" the market. In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' """"traditional social practices and to local habits and customs"""" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health. Under the Unfair Commercial Practices Directive, the EU harmonised restrictions on restrictions on marketing and advertising, to forbid conduct that distorts average consumer behaviour, is misleading or aggressive, and sets out a list of examples that count as unfair. Increasingly, states have to give mutual recognition to each other's standards of regulation, while the EU has attempted to harmonise minimum ideals of best practice. The attempt to raise standards is hoped to avoid a regulatory """"race to the bottom"""", while allowing consumers access to goods from around the continent.""",Under which Directive did the EU harmonize restrictions on restrictions on marketing and advertising ?,The EU harmonized restrictions on marketing and advertising under the Unfair Commercial Practices Directive.,Under which directive did the EU harmonize restrictions on limitations on marketing and advert ?,There is no answer in the text to the question regarding which directive the EU harmonized restrictions on limitations on marketing and advertising under.,"['the Unfair Commercial Practices Directive', 'the Unfair Commercial Practices Directive', 'the Unfair Commercial Practices Directive']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,the Unfair Commercial Practices Directive,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,the Unfair Commercial Practices Directive
